Unnamed: 0,n_pets,labels,thresholds,coords,x_min,x_max,y_min,y_max,pet_ratio
1553,1,['cat'],[0.8734064],"[(169.74355, 161.35551, 507.53854, 310.43677)]",169.7435455,507.5385437,161.3555145,310.4367676,0.13975469
1554,5,"['cat', 'cat', 'cat', 'cat', 'cat']","[0.9184197, 0.91491383, 0.9080004, 0.8979317, 0.8975565]","[(30.741974, 6.228958, 634.2831, 394.3636), (1.6403198, 427.67126, 639.49164, 847.6221), (678.5796, 15.47467, 1275.7583, 623.12177), (793.1308, 640.0362, 1108.9246, 1270.7881), (148.45847, 856.0664, 633.20703, 1148.7439)]",793.1307983,633.2070313,856.0664063,394.3635864,0.735692139
1555,1,['dog'],[0.92805356],"[(210.0922, 205.0823, 719.1257, 859.1237)]",210.0921936,719,205.0823059,859.1237183,0.481605903
1556,1,['cat'],[0.9272738],"[(97.69587, 0.0, 403.91214, 564.209)]",97.69586945,403.9121399,0,564.2089844,0.591851852
1557,1,['cat'],[0.92894626],"[(2.2760468, 0.0, 716.3454, 956.4399)]",2.276046753,716.3453979,0,956.4398804,0.987534722
1558,1,['cat'],[0.91893864],"[(383.1867, 190.77286, 634.8434, 644.41565)]",383.1867065,634.8433838,190.7728577,644.4156494,0.147570578
1559,1,['cat'],[0.93117505],"[(2.3682861, 101.730125, 672.8887, 772.8684)]",2.368286133,672.8886719,101.7301254,772.8684082,0.65041956
1560,2,"['cat', 'cat']","[0.9159553, 0.2696629]","[(118.30402, 0.12700136, 719.5925, 732.212), (257.85623, 256.9104, 554.0861, 958.002)]",257.8562317,554.0861206,256.9104004,732.2119751,0.730791736
1561,2,"['dog', 'dog']","[0.920098, 0.91232485]","[(0.08164215, 484.17242, 312.4803, 869.9187), (0.0, 25.426392, 290.8703, 471.06757)]",0.081642151,290.8703003,484.1724243,471.0675659,0.270681424
1562,4,"['cat', 'cat', 'cat', 'dog']","[0.87522304, 0.8747323, 0.7466473, 0.44333303]","[(657.6885, 22.908722, 1206.0134, 579.2085), (146.11282, 226.4354, 678.2611, 863.3523), (756.7401, 623.37866, 1157.2626, 1084.5721), (757.0185, 623.3105, 1163.28, 1078.9758)]",757.0184937,678.2611084,623.3786621,579.2084961,0.543812632
1563,2,"['cat', 'cat']","[0.9299636, 0.80212915]","[(1.4879608, 241.47574, 457.5567, 617.279), (466.6443, 341.06372, 718.42865, 625.06714)]",466.6442871,457.5567017,341.0637207,617.2789917,0.351597222
1564,1,['dog'],[0.9020778],"[(81.61823, 120.14447, 571.6163, 952.4501)]",81.61823273,571.616272,120.1444702,952.4500732,0.589814815
1565,1,['cat'],[0.9095815],"[(15.95507, 176.7428, 428.18997, 728.45746)]",15.95506954,428.1899719,176.7427979,728.4574585,0.508511777
1566,1,['cat'],[0.92097455],"[(24.844316, 29.399927, 691.048, 700.71515)]",24.84431648,691.0479736,29.39992714,700.7151489,0.781813576
1567,1,['dog'],[0.93835676],"[(52.573654, 163.19073, 648.3816, 714.59094)]",52.57365417,648.3815918,163.1907349,714.5909424,0.475109954
1568,1,['dog'],[0.9405213],"[(78.749115, 70.189545, 468.06833, 861.31775)]",78.74911499,468.0683289,70.18954468,861.317749,0.446931502
1569,2,"['cat', 'cat']","[0.8860441, 0.86817074]","[(29.873451, 422.18237, 385.03436, 655.8202), (329.39145, 338.4341, 717.7444, 864.8733)]",329.391449,385.0343628,422.182373,655.8201904,0.396394676
1570,1,['cat'],[0.90700203],"[(261.9924, 172.18631, 1070.2401, 920.0814)]",261.9924011,1070.240112,172.1863098,920.0814209,0.492457682
1571,1,['cat'],[0.60540617],"[(25.466125, 0.7180786, 1240.6277, 1234.8164)]",25.46612549,1240.627686,0.718078613,1234.816406,0.915106201
1572,1,['cat'],[0.9291848],"[(1.6629602, 183.73628, 428.34473, 669.2162)]",1.662960172,428.3447266,183.7362823,669.2161865,0.349974619
1573,1,['cat'],[0.9174002],"[(170.67148, 194.51929, 1021.44025, 721.3277)]",170.6714783,1021.440247,194.5192871,721.3276978,0.570267995
1574,2,"['cat', 'cat']","[0.88938755, 0.8789606]","[(258.0137, 308.15283, 711.2742, 732.40027), (3.0051613, 311.63724, 318.4794, 675.1015)]",258.0137024,318.4794006,311.6372375,675.1015015,0.412170139
1575,1,['dog'],[0.93113637],"[(1.1759262, 58.465347, 514.6055, 719.4572)]",1.175926208,514.6055298,58.46534729,719.4572144,0.490585938
1576,1,['cat'],[0.8602201],"[(74.54829, 2.8114014, 765.9161, 960.0)]",74.54828644,765.9160767,2.811401367,959,0.888608784
1577,1,['dog'],[0.9380437],"[(173.54913, 0.0, 1034.1387, 766.921)]",173.5491333,1034.138672,0,766.9210205,0.402542725
1578,1,['dog'],[0.94507533],"[(2.872949, 13.050275, 400.5452, 831.4969)]",2.872948885,400.5451965,13.05027485,831.4968872,0.920618942
1579,1,['cat'],[0.8683819],"[(262.84357, 126.0264, 1119.116, 774.9164)]",262.8435669,1119.115967,126.0263977,774.9163818,0.451933594
1580,1,['dog'],[0.915903],"[(35.40379, 113.10833, 465.73386, 743.6143)]",35.40378952,465.7338562,113.1083298,743.6143188,0.74313648
1581,2,"['cat', 'cat']","[0.7413139, 0.2585796]","[(52.44651, 387.92047, 719.50415, 794.59735), (42.73986, 3.702896, 720.0, 935.41534)]",52.44651031,719,387.9204712,794.5973511,0.914201389
1582,1,['dog'],[0.92319804],"[(3.2154214, 69.37764, 327.9648, 554.5387)]",3.215421438,327.9648132,69.37763977,554.5386963,0.699593974
1583,1,['cat'],[0.9107247],"[(284.7854, 21.216202, 519.3468, 533.63873)]",284.7854004,519.3468018,21.21620178,533.6387329,0.174074074
1584,1,['cat'],[0.9270757],"[(0.3585205, 200.3646, 1083.9156, 901.61194)]",0.358520508,1083.915649,200.3645935,901.6119385,0.522105386
1585,2,"['dog', 'dog']","[0.949086, 0.94012046]","[(509.95602, 47.66026, 950.71875, 836.7082), (0.65072453, 241.17162, 485.4788, 908.713)]",509.9560242,485.4787903,241.1716156,836.7081909,0.710071912
1586,1,['dog'],[0.9293836],"[(236.71645, 87.62699, 952.0729, 779.48364)]",236.7164459,952.072876,87.62699127,779.4836426,0.506493294
1587,1,['dog'],[0.9181574],"[(1.8274612, 101.08873, 720.0, 954.5572)]",1.827461243,719,101.0887299,954.5571899,0.887307581
1588,1,['dog'],[0.85474765],"[(37.81224, 52.11754, 758.35895, 928.9609)]",37.8122406,758.3589478,52.11753845,928.9608765,0.685325521
1589,2,"['cat', 'cat']","[0.92982, 0.7694017]","[(2.6740036, 80.73468, 1048.3069, 798.5926), (660.9965, 0.85811806, 1077.8867, 209.097)]",660.996521,1048.306885,80.73468018,209.0970001,0.900924783
1590,1,['cat'],[0.91426015],"[(2.487053, 163.87427, 682.5552, 873.62585)]",2.487052917,682.5551758,163.8742676,873.6258545,0.69849537
1591,3,"['cat', 'cat', 'cat']","[0.84419173, 0.80789274, 0.30144405]","[(49.58131, 323.6702, 425.2261, 831.70404), (286.96384, 33.44354, 581.86487, 658.36304), (53.791195, 34.064613, 587.2869, 837.87537)]",286.9638367,425.2261047,323.6701965,658.3630371,0.707841058
1592,1,['dog'],[0.9131022],"[(123.52393, 49.194412, 728.32043, 729.65466)]",123.5239334,728.3204346,49.19441223,729.6546631,0.515043166
1593,1,['dog'],[0.9482451],"[(135.2641, 132.7478, 655.43195, 541.1782)]",135.2640991,655.4319458,132.7478027,541.1782227,0.307696759
1594,2,"['cat', 'cat']","[0.7895281, 0.78792256]","[(650.84937, 1.3410645, 1221.7634, 1192.3787), (13.2621155, 146.94775, 572.9817, 1194.6105)]",650.8493652,572.9816895,146.9477539,1192.378662,0.772639771
1595,1,['cat'],[0.924166],"[(270.43152, 1.1586456, 719.2881, 835.1424)]",270.4315186,719,1.15864563,835.142395,0.541762153
1596,1,['dog'],[0.90158486],"[(102.67391, 1.0066291, 573.70404, 541.5424)]",102.673912,573.7040405,1.006629109,541.5424194,0.445011338
1597,1,['cat'],[0.89911884],"[(113.8916, 37.557404, 1280.0, 945.5746)]",113.8916016,1279,37.55740356,945.574585,0.862333984
1598,1,['dog'],[0.902991],"[(34.87864, 200.29051, 599.82446, 960.0)]",34.87863922,599.8244629,200.2905121,959,0.621238426
1599,1,['dog'],[0.90159935],"[(84.81212, 38.118164, 619.1473, 916.68536)]",84.81211853,619.1472778,38.11816406,916.6853638,0.679586227
1600,1,['cat'],[0.89973414],"[(56.69085, 235.78464, 663.6024, 819.10455)]",56.6908493,663.602417,235.7846375,819.1045532,0.512858796
1601,1,['cat'],[0.9048041],"[(1.8258133, 111.59454, 598.8357, 952.86005)]",1.825813293,598.8356934,111.5945435,952.8600464,0.726384549
1602,1,['cat'],[0.90586865],"[(20.562996, 0.0, 697.0853, 934.8122)]",20.56299591,697.0853271,0,934.8121948,0.914811921
1603,1,['dog'],[0.9453841],"[(211.93814, 46.936657, 918.925, 803.86993)]",211.9381409,918.9249878,46.93665695,803.8699341,0.611795839
1604,2,"['cat', 'cat']","[0.841573, 0.6298094]","[(4.6829224, 128.96375, 1277.9456, 1224.4862), (3.7016907, 1.0920258, 840.5846, 345.13696)]",4.682922363,840.5845947,128.9637451,345.1369629,0.91657959
1605,1,['cat'],[0.7323163],"[(152.32037, 325.54297, 720.0, 959.55597)]",152.3203735,719,325.5429688,959,0.52099537
1606,1,['cat'],[0.88606083],"[(54.001625, 75.41318, 665.2779, 949.4219)]",54.00162506,665.2778931,75.41317749,949.421875,0.772589699
1607,1,['dog'],[0.95252156],"[(0.0, 68.43251, 691.0, 932.7283)]",0,690,68.43251038,932.7282715,0.9
1608,1,['cat'],[0.88959676],"[(147.01598, 148.12152, 719.00903, 960.0)]",147.015976,719,148.121521,959,0.671967593
1609,1,['dog'],[0.91536176],"[(59.903873, 70.214775, 1028.2557, 951.3491)]",59.90387344,1028.255737,70.21477509,951.3491211,0.861685441
1610,0,[],[],[],0,1279,0,959,0
1611,4,"['cat', 'cat', 'cat', 'dog']","[0.9070125, 0.65346754, 0.5706792, 0.5679899]","[(524.8753, 125.134384, 836.9023, 472.0548), (169.53625, 0.07847595, 377.12817, 128.1358), (412.43814, 0.0, 582.386, 141.32254), (168.82698, 0.0, 581.2093, 136.5303)]",524.8753052,377.1281738,125.1343842,128.1358032,0.178483073
1612,1,['cat'],[0.857246],"[(0.72221375, 1.888504, 677.6794, 954.4889)]",0.722213745,677.6793823,1.888504028,954.4888916,0.933421586
1613,1,['dog'],[0.95250666],"[(17.941803, 165.00128, 624.7437, 842.8193)]",17.94180298,624.7437134,165.0012817,842.8192749,0.525874027
1614,1,['dog'],[0.9319503],"[(138.94954, 217.49841, 665.9217, 572.058)]",138.9495392,665.9216919,217.4984131,572.0579834,0.237890879
1615,1,['cat'],[0.8370579],"[(33.696854, 232.72893, 585.0359, 878.57263)]",33.69685364,585.0358887,232.7289276,878.5726318,0.515902778
1616,1,['dog'],[0.9531311],"[(3.1323647, 17.171358, 955.2499, 953.6767)]",3.13236475,955.2498779,17.17135811,953.6766968,0.957894737
1617,1,['cat'],[0.8161388],"[(0.83509827, 9.872086, 720.0, 885.2897)]",0.835098267,719,9.872085571,885.2896729,0.9125
1618,1,['cat'],[0.92055964],"[(182.56459, 106.821846, 515.21124, 335.68518)]",182.5645905,515.2112427,106.821846,335.6851807,0.196134259
1619,1,['dog'],[0.92203814],"[(1.0677638, 73.15551, 431.54666, 673.64526)]",1.067763805,431.5466614,73.15550995,673.6452637,0.49676525
1620,6,"['cat', 'cat', 'cat', 'cat', 'cat', 'cat']","[0.8930719, 0.8593709, 0.85815054, 0.8283239, 0.7986391, 0.78064543]","[(19.725918, 113.190956, 302.56952, 395.69376), (652.8554, 514.279, 939.35364, 760.7245), (649.4061, 21.979317, 938.4678, 469.63083), (346.71765, 91.93586, 626.0454, 399.74066), (21.206497, 499.3525, 311.72446, 922.14), (401.6251, 541.00195, 630.12964, 841.6938)]",652.8554077,302.569519,541.0019531,395.6937561,0.604915365
1621,1,['cat'],[0.94483346],"[(311.87, 0.0, 876.0657, 893.1957)]",311.8699951,876.0656738,0,893.1956787,0.410599772
1622,1,['cat'],[0.8595011],"[(454.21698, 106.12433, 1170.582, 914.1473)]",454.21698,1170.582031,106.1243286,914.1472778,0.470807292
1623,0,[],[],[],0,711,0,959,0
1624,1,['cat'],[0.9270616],"[(198.48605, 204.7339, 1165.5925, 677.0361)]",198.4860535,1165.592529,204.733902,677.0360718,0.372225749
1625,3,"['dog', 'dog', 'dog']","[0.93651843, 0.926998, 0.9146209]","[(479.5636, 497.60626, 949.0001, 883.2898), (3.7332458, 482.34927, 410.3204, 952.0501), (12.118286, 10.242851, 939.21313, 469.95355)]",479.5635986,410.3204041,497.6062622,469.9535522,0.866105686
1626,2,"['dog', 'cat']","[0.928911, 0.27804026]","[(227.01031, 1.1748962, 507.45245, 677.7396), (591.348, 239.92412, 691.21796, 351.08292)]",591.3480225,507.4524536,239.924118,351.0829163,0.290046296
1627,1,['cat'],[0.89906555],"[(13.769531, 231.07553, 606.295, 874.48157)]",13.76953125,606.2949829,231.075531,874.4815674,0.551647859
1628,1,['cat'],[0.9278216],"[(10.22325, 257.05438, 203.44688, 589.62164)]",10.22325039,203.4468842,257.0543823,589.6216431,0.219739369
1629,1,['dog'],[0.92233944],"[(82.701416, 189.24481, 447.3372, 929.9002)]",82.70141602,447.3371887,189.244812,929.9002075,0.390769676
1630,1,['cat'],[0.93526316],"[(307.35715, 35.528633, 712.9217, 751.3124)]",307.3571472,712.9216919,35.52863312,751.3123779,0.295704846
1631,1,['dog'],[0.9037901],"[(59.32292, 160.97305, 690.12067, 811.61505)]",59.32292175,690.1206665,160.973053,811.6150513,0.594301215
1632,1,['dog'],[0.9240546],"[(126.188995, 176.63101, 347.8562, 659.0967)]",126.1889954,347.8562012,176.631012,659.0966797,0.245168655
1633,1,['cat'],[0.85489166],"[(99.854485, 196.42737, 546.6266, 825.31476)]",99.85448456,546.6265869,196.4273682,825.3147583,0.406775174
1634,3,"['dog', 'dog', 'dog']","[0.8831934, 0.8159679, 0.7655755]","[(503.97125, 535.38, 940.7179, 953.16815), (483.85382, 132.63188, 945.01135, 380.65726), (28.003738, 162.22151, 426.71057, 875.91504)]",503.9712524,426.7105713,535.3800049,380.6572571,0.630442708
1635,8,"['dog', 'dog', 'dog', 'dog', 'dog', 'dog', 'dog', 'dog']","[0.8908794, 0.8722748, 0.86930984, 0.8642207, 0.86083853, 0.8373526, 0.80572134, 0.7106741]","[(334.6683, 2.2263947, 646.938, 315.82367), (649.1653, 2.142212, 970.13855, 316.73495), (333.3601, 324.09583, 646.6683, 621.53705), (3.782486, 321.29932, 329.36157, 621.8819), (973.17346, 1.52005, 1278.9286, 315.77826), (3.0307007, 22.248978, 328.67047, 314.90533), (973.2623, 339.77518, 1278.3824, 621.24243), (649.272, 326.2625, 953.1022, 621.2964)]",973.2623291,328.6704712,339.775177,314.9053345,0.94446375
1636,1,['cat'],[0.81203806],"[(87.468155, 8.572815, 707.76025, 945.07654)]",87.46815491,707.7602539,8.572814941,945.0765381,0.840480324
1637,1,['cat'],[0.86132246],"[(23.773087, 230.15488, 539.41626, 643.4515)]",23.77308655,539,230.1548767,643.4514771,0.411087963
1638,1,['dog'],[0.9312785],"[(22.561295, 30.543045, 479.7437, 364.73383)]",22.56129456,479,30.54304504,364.7338257,0.49686849
1639,1,['cat'],[0.9360039],"[(30.358566, 43.308105, 717.92444, 953.6719)]",30.35856628,717.9244385,43.30810547,953.671875,0.904470486
1640,1,['cat'],[0.935596],"[(4.3466797, 25.979004, 935.3881, 890.77277)]",4.346679688,935.3881226,25.97900391,890.7727661,0.895271923
1641,1,['cat'],[0.8824113],"[(88.472946, 126.388664, 716.9831, 762.29486)]",88.47294617,716.9830933,126.3886642,762.2948608,0.577847222
1642,1,['dog'],[0.92191464],"[(236.16948, 62.74745, 689.7376, 899.0953)]",236.1694794,689.7376099,62.74745178,899.0952759,0.411416016
1643,1,['dog'],[0.894451],"[(108.53922, 75.91145, 602.8157, 927.3966)]",108.5392227,602.8156738,75.91145325,927.3966064,0.608923611
1644,1,['cat'],[0.87280166],"[(25.564224, 1.3179474, 598.7764, 904.892)]",25.56422424,598.7764282,1.317947388,904.8920288,0.748580729
1645,2,"['dog', 'dog']","[0.87128156, 0.8665506]","[(88.787, 301.69952, 170.04718, 420.8602), (168.64482, 264.5404, 263.93622, 391.78848)]",168.6448212,170.0471802,301.6995239,391.7884827,0.060119444
1646,1,['cat'],[0.88670325],"[(63.48017, 1.3228455, 716.8283, 958.8201)]",63.4801712,716.8283081,1.322845459,958.8201294,0.904110243
1647,1,['cat'],[0.9293856],"[(1.5945511, 98.49989, 720.0, 703.264)]",1.594551086,719,98.49989319,703.2639771,0.629333044
1648,1,['cat'],[0.9351412],"[(58.2759, 346.39203, 718.5478, 748.26276)]",58.27590179,718.5477905,346.3920288,748.2627563,0.383854167
1649,2,"['cat', 'cat']","[0.9111, 0.89332896]","[(286.43665, 289.18384, 603.3498, 889.72595), (53.09856, 148.33852, 387.06967, 816.96)]",286.4366455,387.0696716,289.1838379,816.960022,0.520956308
1650,2,"['cat', 'cat']","[0.92757916, 0.91831493]","[(8.928833, 115.94675, 587.23444, 543.3142), (773.44855, 169.0267, 1279.6846, 549.6731)]",773.4485474,587.234436,169.0267029,543.314209,0.358147786
1651,1,['dog'],[0.93280756],"[(3.937912, 50.94722, 406.81433, 911.1187)]",3.937911987,406.8143311,50.94721985,911.1187134,0.669334491
1652,1,['dog'],[0.87824094],"[(42.046844, 124.97892, 299.99313, 617.61426)]",42.04684448,299.9931335,124.97892,617.6142578,0.674501182
1653,1,['dog'],[0.93428135],"[(283.17157, 194.73245, 572.35236, 565.8485)]",283.1715698,572.352356,194.7324524,565.8485107,0.155120081
1654,1,['cat'],[0.9304954],"[(275.65686, 138.23361, 777.0112, 1146.9171)]",275.6568604,777.0112305,138.2336121,1146.917114,0.321925896
1655,1,['dog'],[0.92501885],"[(0.0, 3.2735138, 557.81396, 928.6809)]",0,557.8139648,3.273513794,928.6809082,0.958379836
1656,2,"['cat', 'cat']","[0.89632165, 0.75247484]","[(180.67796, 0.0, 845.8118, 954.28986), (1.6457176, 2.3937378, 292.9779, 701.9134)]",180.6779633,292.9779053,2.393737793,701.9133911,0.82414388
1657,2,"['cat', 'cat']","[0.93542767, 0.40291587]","[(45.382645, 141.0071, 399.645, 752.7118), (341.54694, 0.41088867, 397.0191, 70.059975)]",341.546936,397.019104,141.0070953,70.05997467,0.424795525
1658,1,['cat'],[0.89383763],"[(60.80572, 152.21156, 403.62366, 671.6939)]",60.80572128,403.6236572,152.2115631,671.6939087,0.610483539
1659,1,['dog'],[0.91817576],"[(126.11206, 191.9021, 708.14594, 956.4914)]",126.1120605,708.1459351,191.9020996,956.491394,0.644140625
1660,3,"['cat', 'cat', 'cat']","[0.6770229, 0.50618774, 0.2619594]","[(222.53093, 255.1751, 559.17847, 689.3309), (0.57014465, 250.89136, 717.2212, 950.1989), (409.0828, 246.94827, 720.0, 789.4704)]",409.0827942,559.1784668,255.1750946,689.3308716,0.73026765
1661,1,['dog'],[0.79539955],"[(117.53583, 9.604797, 1031.6582, 852.609)]",117.5358276,1031.658203,9.604797363,852.6090088,0.627036133
1662,1,['dog'],[0.87182665],"[(82.32674, 146.7301, 403.57587, 541.11084)]",82.32673645,403.5758667,146.7301025,541.1108398,0.434825103
1663,1,['cat'],[0.8801665],"[(2.9259338, 0.9055481, 720.0, 950.6142)]",2.925933838,719,0.905548096,950.6141968,0.986834491
1664,1,['cat'],[0.8579258],"[(32.0972, 0.84095764, 590.0967, 902.4135)]",32.09719849,590.0966797,0.840957642,902.4135132,0.728177083
1665,1,['dog'],[0.8627457],"[(23.150711, 58.139145, 851.83026, 899.81067)]",23.15071106,851.8302612,58.1391449,899.8106689,0.755585938
1666,1,['dog'],[0.9071068],"[(57.63494, 24.143463, 687.2187, 953.755)]",57.6349411,687.218689,24.14346313,953.7550049,0.846744792
1667,1,['cat'],[0.91863376],"[(35.550163, 36.23625, 510.04553, 954.7522)]",35.55016327,510.0455322,36.23625183,954.7521973,0.737368101
1668,1,['cat'],[0.8877286],"[(120.30319, 76.352554, 533.8193, 333.78912)]",120.3031921,533.8192749,76.35255432,333.7891235,0.327501674
1669,1,['dog'],[0.9421061],"[(160.57097, 43.72586, 573.1868, 960.0)]",160.5709686,573.1868286,43.7258606,959,0.547918113
1670,1,['dog'],[0.871166],"[(0.6897812, 163.6268, 718.5584, 476.3648)]",0.689781189,718.5584106,163.6268005,476.3648071,0.325135995
1671,1,['cat'],[0.9151682],"[(0.0, 156.51527, 614.1263, 824.1642)]",0,614.1262817,156.515274,824.1641846,0.790017875
1672,1,['dog'],[0.89570886],"[(160.18954, 108.50306, 699.0249, 876.3714)]",160.1895447,699.0249023,108.5030594,876.3713989,0.563660131
1673,3,"['dog', 'dog', 'dog']","[0.92340326, 0.67062473, 0.4230237]","[(162.62845, 142.79184, 461.37555, 721.6822), (5.740883, 0.80965805, 363.1183, 252.73471), (198.91797, 1.5447807, 363.0966, 158.01439)]",198.9179688,363.0965881,142.7918396,158.014389,0.348997396
1674,3,"['cat', 'cat', 'cat']","[0.90907305, 0.6701341, 0.6342064]","[(94.57103, 175.75046, 532.4782, 802.45483), (910.16986, 594.0326, 1223.6954, 1108.1027), (704.1577, 334.84912, 1016.21655, 810.9426)]",910.1698608,532.4782104,594.0325928,802.454834,0.34248291
1675,2,"['cat', 'cat']","[0.8607669, 0.26333827]","[(96.80354, 124.028915, 455.8191, 927.3781), (553.12024, 322.94037, 718.3331, 860.8632)]",553.1202393,455.8190918,322.9403687,860.8632202,0.545496238
1676,3,"['cat', 'cat', 'cat']","[0.9041457, 0.85578895, 0.45535287]","[(614.6103, 178.43048, 1035.8896, 820.0014), (239.77106, 309.03973, 660.9777, 928.07916), (241.13336, 177.29239, 1032.6982, 933.25037)]",614.6102905,660.9777222,309.0397339,820.0014038,0.435673701
1677,1,['cat'],[0.9161308],"[(115.932175, 211.06128, 697.3348, 817.1142)]",115.9321747,697.3347778,211.0612793,817.1141968,0.510260417
1678,1,['dog'],[0.85992366],"[(105.64261, 114.31279, 585.299, 797.27893)]",105.6426086,585.2990112,114.3127899,797.2789307,0.474305556
1679,1,['cat'],[0.8916245],"[(57.736824, 61.13998, 297.9576, 615.58167)]",57.73682404,297.9576111,61.13998032,615.581665,0.558362205
1680,1,['cat'],[0.8319484],"[(134.2688, 280.56, 488.44107, 830.1654)]",134.2687988,488.4410706,280.5599976,830.1654053,0.279932023
1681,1,['cat'],[0.89771295],"[(192.86519, 19.780052, 877.3793, 754.041)]",192.8651886,877.3792725,19.78005219,754.0410156,0.654479867
1682,1,['cat'],[0.9017848],"[(262.3915, 296.157, 520.0287, 950.67975)]",262.39151,520.0286865,296.1570129,950.6797485,0.244114583
1683,1,['cat'],[0.87949556],"[(1.4683156, 71.69623, 732.61554, 954.04895)]",1.468315601,732.6155396,71.69622803,954.0489502,0.821965414
1684,1,['dog'],[0.92792296],"[(107.37527, 214.27272, 679.1756, 872.1905)]",107.375267,679.1755981,214.2727203,872.1904907,0.544525463
1685,1,['dog'],[0.9436711],"[(97.35597, 127.39209, 899.57874, 918.40894)]",97.35597229,899.5787354,127.3920898,918.4089355,0.656873343
1686,3,"['dog', 'dog', 'dog']","[0.94073766, 0.9127411, 0.83238673]","[(13.47393, 288.62408, 418.41916, 912.6913), (419.02774, 441.83514, 642.72687, 775.2988), (342.7934, 100.676834, 645.1108, 776.8416)]",419.0277405,418.4191589,441.835144,775.2988281,0.608304398
1687,1,['cat'],[0.9447597],"[(208.52863, 110.21796, 1277.9304, 868.57294)]",208.5286255,1277.93042,110.2179565,868.572937,0.659425456
1688,3,"['cat', 'cat', 'cat']","[0.9099456, 0.8994606, 0.88671863]","[(637.72095, 124.70161, 878.3753, 299.13052), (35.925987, 143.71536, 372.4175, 335.22543), (353.4593, 118.85113, 633.10925, 276.441)]",637.7209473,372.417511,143.7153625,276.4410095,0.474850123
1689,2,"['dog', 'dog']","[0.94118726, 0.919255]","[(49.68419, 42.69142, 469.7953, 502.50116), (546.8173, 52.764343, 839.9495, 498.60486)]",546.8173218,469.7952881,52.76434326,498.6048584,0.450230761
1690,1,['cat'],[0.8910498],"[(57.14161, 159.38571, 563.8845, 758.12994)]",57.14160919,563.8845215,159.3857117,758.1299438,0.438504051
1691,1,['cat'],[0.922009],"[(173.83337, 255.35825, 492.9223, 585.5092)]",173.833374,492.9223022,255.3582458,585.5092163,0.152300347
1692,1,['dog'],[0.9351525],"[(23.878029, 176.61224, 420.02438, 857.75555)]",23.87802887,420.0243835,176.6122437,857.7555542,0.636378187
1693,1,['dog'],[0.9233838],"[(5.0394745, 126.39363, 720.0, 954.84174)]",5.039474487,719,126.393631,954.8417358,0.856510417
1694,2,"['dog', 'dog']","[0.91529, 0.59503734]","[(220.8194, 264.08795, 660.0033, 953.8664), (237.8161, 504.7234, 500.2923, 952.21765)]",237.8161011,500.2922974,504.7233887,952.2176514,0.438599537
1695,1,['cat'],[0.88727814],"[(0.69253373, 135.67122, 535.617, 787.6722)]",0.692533731,535.6170044,135.6712189,787.6721802,0.673579732
1696,1,['cat'],[0.8006607],"[(1.918602, 1.0497437, 719.0649, 845.213)]",1.91860199,719,1.049743652,845.2130127,0.876724537
1697,1,['cat'],[0.8662837],"[(0.0, 5.596161, 1143.0835, 711.6708)]",0,1143.083496,5.596160889,711.6707764,0.875605469
1698,1,['cat'],[0.919785],"[(0.011352539, 149.20734, 601.3253, 880.9201)]",0.011352539,601.3253174,149.2073364,880.920105,0.635606192
1699,1,['cat'],[0.9214087],"[(3.6116867, 0.0, 944.18115, 799.69666)]",3.611686707,944.1811523,0,799.6966553,0.859463877
1700,2,"['cat', 'cat']","[0.93542075, 0.88822067]","[(0.0, 308.99933, 1030.956, 891.8514), (483.923, 0.36742684, 867.5434, 318.12524)]",483.9230042,867.543396,308.9993286,318.1252441,0.66552037
1701,1,['cat'],[0.9309315],"[(169.56186, 165.03952, 1000.5532, 706.0786)]",169.5618591,1000.553223,165.0395203,706.0786133,0.365861816
1702,1,['cat'],[0.9146534],"[(10.220402, 323.34903, 538.9241, 656.3324)]",10.22040176,538.9240723,323.3490295,656.3323975,0.339520334
1703,1,['dog'],[0.93557847],"[(5.9176183, 325.19333, 427.3682, 602.4725)]",5.917618275,427.3681946,325.1933289,602.4724731,0.274863619
1704,1,['dog'],[0.91435456],"[(45.21025, 117.706924, 696.23236, 959.5706)]",45.21025085,696.2323608,117.7069244,959,0.793029514
1705,2,"['dog', 'dog']","[0.94453794, 0.7307727]","[(230.70187, 62.953674, 1050.3528, 854.8464), (0.9167404, 129.3248, 232.8216, 668.71594)]",230.7018738,232.8215942,129.3247986,668.7159424,0.629402669
1706,2,"['dog', 'dog']","[0.94823694, 0.9181919]","[(50.796684, 207.78229, 475.5267, 664.43317), (807.1373, 223.45412, 1008.42114, 757.7711)]",807.1373291,475.5267029,223.4541168,664.4331665,0.346428407
1707,1,['cat'],[0.9212182],"[(176.71179, 183.6547, 444.42447, 745.0399)]",176.711792,444.424469,183.6546936,745.039917,0.217905093
1708,2,"['cat', 'cat']","[0.92142415, 0.8561976]","[(3.3059392, 114.52036, 486.89066, 900.9379), (438.12262, 198.42674, 797.27594, 564.0108)]",438.1226196,486.8906555,198.4267426,564.0108032,0.676989857
1709,1,['cat'],[0.91039604],"[(0.0, 0.0, 1280.0, 933.6195)]",0,1279,0,933.6195068,0.971875
1710,1,['dog'],[0.9290157],"[(37.26701, 75.89699, 662.4857, 877.5507)]",37.26700974,662.4857178,75.89698792,877.5507202,0.686117499
1711,1,['dog'],[0.9468463],"[(1.3746872, 87.80784, 720.0, 814.598)]",1.374687195,719,87.80783844,814.5980225,0.756239873
